frame_index	pts_seconds	enqueue_host_ns	proof_host_ns	proof_source	inferred_display_ns	ack2_host_ns
347	11.566667	163099082232083	163099119552583	consumed-notification	163099244797291	163099119558208
348	11.600000	163099119762500	163099155486750	consumed-notification	163099278183041	163099155497083
349	11.633333	163099156080458	163099174230791	consumed-notification	163099311512791	163099174237166
350	11.666667	163099174421708	163099211317583	consumed-notification	163099344814375	163099211332500
351	11.700000	163099211828625	163099248583791	consumed-notification	163099378137791	163099248592083
352	11.733333	163099248920333	163099284499750	consumed-notification	163099411512208	163099284507833
353	11.766667	163099284824583	163099320091416	consumed-notification	163099444817291	163099320099958
354	11.800000	163099320525833	163099338846125	consumed-notification	163099478189000	163099338853375
355	11.833333	163099339210458	163099376562666	consumed-notification	163099511503750	163099376571958
356	11.866667	163099376970708	163099414211666	consumed-notification	163099544795500	163099414223125
357	11.900000	163099415933000	163099449078083	consumed-notification	163099578141583	163099449086666
